Date,Mkt-RF,SMB,HML,RF,AppleR,MsftR,GoogleR,AmazR,NvdiaR,AppleR - RF,MsftR - RF,GoogleR - RF,AmazR - RF,NvdiaR - RF
20101008,0.0074,0.0097,-0.002,0.00001,0.0048,0.0008,0.0045,-0.0038,-0.0037,0.0038,-0.0002,0.0035,-0.0048,-0.0047
20101011,0.0004,0.0005,-0.002,0.00001,0.0104,0.0098,0.0052,-0.0167,0.0185,0.0094,0.0088,0.0042,-0.0177,0.0175
20101012,0.0039,-0.0006,0.0024,0.00001,0.0056,0.0205,0.0037,0.0222,0.0291,0.0046,0.0195,0.0027,0.0212,0.0281
20101013,0.0078,0.009,-0.0035,0.00001,0.0075,-0.0043,-0.0044,-0.0077,-0.0141,0.0065,-0.0053,-0.0054,-0.0087,-0.0151
20101014,-0.0038,0.0042,-0.004,0.00001,0.0407,0.0123,0.1115,0.0026,0.0108,0.0397,0.0113,0.1105,0.0016,0.0098
20101015,0.0018,-0.0008,-0.0127,0.00001,0.0107,0.011,0.0272,0.0578,0.0071,0.0097,0.01,0.0262,0.0568,0.0061
20101018,0.0069,0.0006,0.0091,0.00001,-0.0273,-0.0279,-0.0162,-0.0061,-0.007,-0.0283,-0.0289,-0.0172,-0.0071,-0.008
20101019,-0.0167,-0.007,0.0026,0.00001,0.0036,0.0084,0,-0.0306,0,0.0026,0.0074,-0.001,-0.0316,-0.001
20101020,0.0106,0.0006,0.0009,0.00001,-0.0036,0.0043,0.0066,0,-0.0177,-0.0046,0.0033,0.0056,-0.001,-0.0187
20101021,0.0011,-0.0053,-0.0048,0.00001,-0.0063,-0.0016,0.0013,0.0404,0.065,-0.0073,-0.0026,0.0003,0.0394,0.064
20101022,0.0029,0.0044,-0.004,0.00001,0.0046,-0.0075,0.0065,0.0255,0.0102,0.0036,-0.0085,0.0055,0.0245,0.0092
20101025,0.0031,0.0045,-0.0047,0.00001,-0.0027,0.0282,0.0032,-0.0012,-0.0034,-0.0037,0.0272,0.0022,-0.0022,-0.0044
20101026,0.0002,-0.0001,-0.0019,0.00001,-0.0009,0.0058,-0.0032,0.0059,0.0135,-0.0019,0.0048,-0.0042,0.0049,0.0125
20101027,-0.0024,-0.0019,-0.0024,0.00001,-0.0082,0.0088,0.0032,-0.0141,0,-0.0092,0.0078,0.0022,-0.0151,-0.001
20101028,0.0008,-0.0062,-0.0008,0.00001,-0.0138,0.0145,-0.0078,-0.0048,0,-0.0148,0.0135,-0.0088,-0.0058,-0.001
20101029,0.0007,0.0034,-0.0011,0.00001,0.0102,0.0109,0.002,-0.0096,0,0.0092,0.0099,0.001,-0.0106,-0.001
20101101,-0.0001,-0.0064,-0.0021,0.00001,0.0175,0.0163,0.0006,-0.0157,0.0199,0.0165,0.0153,-0.0004,-0.0167,0.0189
20101102,0.009,0.0134,-0.0021,0.00001,0.0109,-0.0131,0.0078,0.0123,0.0098,0.0099,-0.0141,0.0068,0.0113,0.0088
20101103,0.0038,-0.0007,0.0019,0.00001,0.0179,0.0041,0.0064,0.0231,0,0.0169,0.0031,0.0054,0.0221,-0.001
20101104,0.0194,0.0048,0.0104,0.00001,-0.0035,-0.0107,0.0013,0.0036,0.0161,-0.0045,-0.0117,0.0003,0.0026,0.0151
20101105,0.0041,-0.0011,0.0064,0.00001,0.0044,-0.0015,0.0026,0.0107,0.0032,0.0034,-0.0025,0.0016,0.0097,0.0022
20101108,-0.0012,0.0043,-0.0046,0.00001,-0.0079,0.0052,-0.0026,0.007,-0.0032,-0.0089,0.0042,-0.0036,0.006,-0.0042
20101109,-0.0078,-0.0039,-0.0049,0.00001,0.0062,-0.0004,-0.0032,-0.0105,0.0127,0.0052,-0.0014,-0.0042,-0.0115,0.0117
20101110,0.0053,0.0056,0.0059,0.00001,-0.0044,-0.0097,-0.0096,0.0188,-0.0125,-0.0054,-0.0107,-0.0106,0.0178,-0.0135
20101111,-0.0035,-0.0008,-0.0015,0.00001,-0.0274,-0.0154,-0.022,-0.0173,0.0508,-0.0284,-0.0164,-0.023,-0.0183,0.0498
20101112,-0.0129,-0.0048,-0.0005,0.00001,-0.0027,-0.0027,-0.0132,-0.0282,-0.0091,-0.0037,-0.0037,-0.0142,-0.0292,-0.0101
20101115,-0.0009,0.002,0.0031,0.00001,-0.0182,-0.0149,-0.0195,-0.0399,-0.0305,-0.0192,-0.0159,-0.0205,-0.0409,-0.0315
20101116,-0.0158,-0.0034,-0.0011,0.00001,-0.0037,-0.0093,-0.0007,-0.0075,0.0157,-0.0047,-0.0103,-0.0017,-0.0085,0.0147
20101117,0.0007,0.0036,-0.0028,0.00001,0.027,0.0106,0.0226,0.0038,0.031,0.026,0.0096,0.0216,0.0028,0.03
20101118,0.0157,0.0032,-0.0031,0.00001,-0.0064,-0.0058,-0.0094,0.0366,0.033,-0.0074,-0.0068,-0.0104,0.0356,0.032
20101119,0.0031,0.0021,-0.0023,0.00001,0.0219,0.0016,0,0.0037,0,0.0209,0.0006,-0.001,0.0027,-0.001
20101122,-0.0002,0.0061,-0.0096,0.00001,-0.0143,-0.0237,-0.0135,0.034,-0.0233,-0.0153,-0.0247,-0.0145,0.033,-0.0243
20101123,-0.0138,0.005,-0.0029,0.00001,0.019,0.01,0.0206,-0.0129,0.0238,0.018,0.009,0.0196,-0.0139,0.0228
20101124,0.0159,0.0067,0.0004,0.00001,0.0036,-0.0016,-0.0087,0.0535,-0.0087,0.0026,-0.0026,-0.0097,0.0525,-0.0097
20101126,-0.0067,0.003,-0.0036,0.00001,0.0035,-0.0008,-0.0129,0.0023,0.0088,0.0025,-0.0018,-0.0139,0.0013,0.0078
20101129,-0.0013,0,0.0042,0.00001,-0.0186,-0.002,-0.0453,0.0101,-0.0116,-0.0196,-0.003,-0.0463,0.0091,-0.0126
20101130,-0.0059,-0.0019,0,0.00001,0.0171,0.0309,0.0151,-0.0223,0.0441,0.0161,0.0299,0.0141,-0.0233,0.0431
20101201,0.0212,-0.0008,0,0.00001,0.0053,0.0326,0.0135,0.0068,0.0141,0.0043,0.0316,0.0125,0.0058,0.0131
20101202,0.0123,-0.0031,0.0063,0.00001,-0.0018,0.0048,0.0021,0,0.0278,-0.0028,0.0038,0.0011,-0.001,0.0268
20101203,0.0035,0.0039,0.0009,0.00001,0.0079,-0.0067,0.0091,-0.0057,-0.0189,0.0069,-0.0077,0.0081,-0.0067,-0.0199
20101206,-0.0003,0.0075,-0.0004,0.00001,-0.0061,0.0011,0.0152,0.0137,0.0331,-0.0071,0.0001,0.0142,0.0127,0.0321
20101207,0.001,0.0035,0.0005,0.00001,0.0088,0.0134,0.0061,-0.0067,0.008,0.0078,0.0124,0.0051,-0.0077,0.007
20101208,0.0032,-0.0054,0.0067,0.00001,-0.0035,-0.0055,0.0014,-0.0034,-0.0159,-0.0045,-0.0065,0.0004,-0.0044,-0.0169
20101209,0.0042,-0.0004,0.0063,0.00001,0.0026,0.0096,0.0014,-0.0079,0.0054,0.0016,0.0086,0.0004,-0.0089,0.0044
20101210,0.0067,0.0044,0.0022,0.00001,0.0035,-0.0033,0.004,0.0046,-0.0267,0.0025,-0.0043,0.003,0.0036,-0.0277
20101213,-0.0008,-0.0056,0.0003,0.00001,-0.0044,0.0136,0.0007,-0.008,0.0027,-0.0054,0.0126,-0.0003,-0.009,0.0017
20101214,0.0009,-0.0004,-0.0013,0.00001,0,0.0083,-0.0081,-0.0011,-0.0219,-0.001,0.0073,-0.0091,-0.0021,-0.0229
20101215,-0.0049,0.0022,-0.0056,0.00001,0.0026,0.005,0.0027,0.0092,0,0.0016,0.004,0.0017,0.0082,-0.001
20101216,0.007,0.0044,-0.0014,0.00001,-0.0017,-0.0032,-0.002,0.0137,0.0056,-0.0027,-0.0042,-0.003,0.0127,0.0046
20101217,0.0015,0.0016,-0.0018,0.00001,0.0052,-0.0032,0.0074,-0.0022,-0.0028,0.0042,-0.0042,0.0064,-0.0032,-0.0038
20101220,0.0023,-0.0001,0.003,0.00001,0.0061,0.0093,0.0134,0.0315,0.0391,0.0051,0.0083,0.0124,0.0305,0.0381
20101221,0.0068,0.0034,0.0075,0.00001,0.0026,0.0043,0.004,0.0087,0.0108,0.0016,0.0033,0.003,0.0077,0.0098
20101222,0.0029,-0.0037,0.0081,0.00001,-0.0043,0.0039,-0.002,0,-0.008,-0.0053,0.0029,-0.003,-0.001,-0.009
20101223,-0.0016,0.001,-0.0031,0.00001,0.0035,-0.0081,-0.0033,-0.0119,0.0054,0.0025,-0.0091,-0.0043,-0.0129,0.0044
20101227,0.0008,0.0021,0.0047,0.00001,0.0017,-0.0021,-0.0053,-0.0022,-0.0053,0.0007,-0.0031,-0.0063,-0.0032,-0.0063
20101228,0,-0.0043,0.0017,0.00001,0,-0.0014,0.0033,-0.0066,0,-0.001,-0.0024,0.0023,-0.0076,-0.001
20101229,0.0017,0.0012,-0.0016,0.00001,-0.0052,-0.0043,-0.0033,0.0133,0.0054,-0.0062,-0.0053,-0.0043,0.0123,0.0044
20101230,-0.0011,0.0014,-0.0004,0.00001,-0.0035,0.0022,-0.0087,-0.0033,0.0267,-0.0045,0.0012,-0.0097,-0.0043,0.0257
20101231,-0.001,-0.0064,0.0023,0.00001,0.0217,0.0025,0.0175,-0.0153,0.0286,0.0207,0.0015,0.0165,-0.0163,0.0276
20110103,0.0118,0.005,0.0077,0,0.0051,0.0039,-0.0033,0.0233,-0.0051,0.0051,0.0039,-0.0033,0.0233,-0.0051
20110104,-0.0026,-0.0138,0.0007,0,0.0085,-0.0032,0.0113,0.0043,0.0787,0.0085,-0.0032,0.0113,0.0043,0.0787
20110105,0.0059,0.0059,0.0013,0,-0.0008,0.0293,0.0072,0.013,0.1365,-0.0008,0.0293,0.0072,0.013,0.1365
20110106,-0.0015,-0.0007,-0.0033,0,0.0067,-0.0076,0.0052,-0.0085,0.029,0.0067,-0.0076,0.0052,-0.0085,0.029
20110107,-0.0021,-0.0026,-0.0027,0,0.0192,-0.0133,-0.0039,-0.0022,0.0382,0.0192,-0.0133,-0.0039,-0.0022,0.0382
20110110,-0.0002,0.0053,-0.0016,0,-0.0025,-0.0039,0.0033,-0.0043,-0.0155,-0.0025,-0.0039,0.0033,-0.0043,-0.0155
20110111,0.0039,0.0012,0.0018,0,0.0082,0.0157,0.0013,-0.0011,0.1496,0.0082,0.0157,0.0013,-0.0011,0.1496
20110112,0.0087,-0.0006,0.0027,0,0.0041,-0.0126,-0.0006,-0.0022,0.0017,0.0041,-0.0126,-0.0006,-0.0022,0.0017
20110113,-0.0017,0.0014,-0.0035,0,0.0081,0.0039,0.0123,0.0087,0.0085,0.0081,0.0039,0.0123,0.0087,0.0085
20110114,0.0069,0.0002,0.0058,0,-0.0225,0.0127,0.025,0.0172,-0.0237,-0.0225,0.0127,0.025,0.0172,-0.0237
20110118,0.0018,0.0008,-0.0051,0,-0.0058,-0.0066,-0.0125,0.0127,-0.0278,-0.0058,-0.0066,-0.0125,0.0127,-0.0278
20110119,-0.0124,-0.0136,-0.0052,0,-0.0182,-0.0042,-0.0082,-0.023,0.0018,-0.0182,-0.0042,-0.0082,-0.023,0.0018
20110120,-0.0029,-0.0104,0.007,0,-0.0177,-0.0116,-0.0236,-0.0257,-0.0107,-0.0177,-0.0116,-0.0236,-0.0257,-0.0107
20110121,0.0011,-0.0089,0.0059,0,0.0326,0.0128,-0.0013,-0.0253,0.1135,0.0326,0.0128,-0.0013,-0.0253,0.1135
20110124,0.0065,0.003,-0.0028,0,0.0116,0.0025,0.0144,-0.0034,-0.0307,0.0116,0.0025,0.0144,-0.0034,-0.0307
20110125,0.0002,0.0001,0.0013,0,0.0074,0.0116,-0.0052,0,0.0234,0.0074,0.0116,-0.0052,0,0.0234
20110126,0.006,0.0139,-0.0022,0,-0.0016,0.0031,0,-0.0079,-0.0016,-0.0016,0.0031,0,-0.0079,-0.0016
20110127,0.0026,-0.0011,0.0036,0,-0.0212,-0.0388,-0.0253,0.0513,-0.0294,-0.0212,-0.0388,-0.0253,0.0513,-0.0294
20110128,-0.0188,-0.0088,-0.0003,0,0.01,-0.0007,-0.0013,-0.0716,0.0067,0.01,-0.0007,-0.0013,-0.0716,0.0067
20110131,0.0071,0.0001,-0.0026,0,0.0165,0.0094,0.018,-0.0093,0.0234,0.0165,0.0094,0.018,-0.0093,0.0234
20110201,0.0175,0.0046,0.0052,0.00001,-0.0016,-0.0018,0.0013,0.0153,0.0441,-0.0026,-0.0028,0.0003,0.0143,0.0431
20110202,-0.0026,-0.0004,-0.0038,0.00001,-0.0024,-0.0104,-0.0026,0.0081,-0.0188,-0.0034,-0.0114,-0.0036,0.0071,-0.0198
20110203,0.0026,-0.0003,-0.0006,0.00001,0.0081,0.0043,0.0013,0.0012,0.0239,0.0071,0.0033,0.0003,0.0002,0.0229
20110204,0.0029,0.0005,-0.0051,0.00001,0.0162,0.0155,0.0052,0.0127,-0.0421,0.0152,0.0145,0.0042,0.0117,-0.0431
20110207,0.007,0.0026,0.0059,0.00001,0.0095,0.0028,0.0065,0.0023,-0.0293,0.0085,0.0018,0.0055,0.0013,-0.0303
20110208,0.0048,0.0023,-0.0001,0.00001,0.0079,-0.011,-0.0026,0.0374,-0.0251,0.0069,-0.012,-0.0036,0.0364,-0.0261
20110209,-0.0031,-0.0019,-0.0006,0.00001,-0.0102,-0.0168,0,0.0131,-0.0189,-0.0112,-0.0178,-0.001,0.0121,-0.0199
20110210,0.0012,0.0032,-0.0029,0.00001,0.0063,-0.0091,0.013,0.0043,0.028,0.0053,-0.0101,0.012,0.0033,0.027
20110211,0.0067,0.004,0.005,0.00001,0.0071,-0.0007,0.0058,0.0161,-0.0153,0.0061,-0.0017,0.0048,0.0151,-0.0163
20110214,0.003,0.0021,-0.0017,0.00001,0.0016,-0.0099,-0.0064,0.0063,-0.0242,0.0006,-0.0109,-0.0074,0.0053,-0.0252
20110215,-0.0038,-0.0036,0.0031,0.00001,0.0093,0.0022,0,-0.0074,0.0355,0.0083,0.0012,-0.001,-0.0084,0.0345
20110216,0.0068,0.0037,0.0024,0.00001,-0.0131,0.007,0.0019,-0.0127,0.0993,-0.0141,0.006,0.0009,-0.0137,0.0983
20110217,0.0037,0.0036,0.0017,0.00001,-0.0219,-0.0055,0.0077,0.0064,-0.0016,-0.0229,-0.0065,0.0067,0.0054,-0.0026
20110218,0.0012,-0.001,0.0005,0.00001,-0.0343,-0.0174,-0.0317,-0.0075,-0.0952,-0.0353,-0.0184,-0.0327,-0.0085,-0.0962
20110222,-0.0219,-0.0051,-0.0031,0.00001,0.0124,0,0.002,-0.0322,-0.0466,0.0114,-0.001,0.001,-0.0332,-0.0476
20110223,-0.0078,-0.0116,0.0041,0.00001,0.0008,0.0068,-0.0039,-0.0211,0.0235,-0.0002,0.0058,-0.0049,-0.0221,0.0225
20110224,0.0004,0.0071,-0.0034,0.00001,0.0147,-0.0082,0.002,0.0068,0.0212,0.0137,-0.0092,0.001,0.0058,0.0202
20110225,0.0122,0.0101,0.0025,0.00001,0.0145,0.0011,0.0052,-0.0034,-0.019,0.0135,0.0001,0.0042,-0.0044,-0.02
20110228,0.0042,-0.0044,0.0025,0.00001,-0.0103,-0.0158,-0.0208,-0.0226,-0.0459,-0.0113,-0.0168,-0.0218,-0.0236,-0.0469
20110301,-0.0158,-0.0031,-0.0005,0,0.008,-0.0031,0,-0.0219,-0.0407,0.008,-0.0031,0,-0.0219,-0.0407
20110302,0.0028,0.0032,-0.003,0,0.0207,0.0046,0.0146,0.0153,0.0058,0.0207,0.0046,0.0146,0.0153,0.0058
20110303,0.0176,0.0045,-0.0006,0,0.0016,-0.0095,-0.0144,0.0047,-0.0057,0.0016,-0.0095,-0.0144,0.0047,-0.0057
20110304,-0.0067,0.0028,-0.0053,0,-0.0132,-0.0089,-0.0146,-0.0069,-0.0135,-0.0132,-0.0089,-0.0146,-0.0069,-0.0135
20110307,-0.0096,-0.0073,0.0008,0,0.0016,0.0074,0.0007,-0.0152,-0.0449,0.0016,0.0074,0.0007,-0.0152,-0.0449
20110308,0.0097,0.0044,0.007,0,-0.0094,-0.0008,-0.0007,-0.013,-0.0204,-0.0094,-0.0008,-0.0007,-0.013,-0.0204
20110309,-0.0017,-0.0027,0.0034,0,-0.0167,-0.0185,-0.0196,0.0132,-0.0647,-0.0167,-0.0185,-0.0196,0.0132,-0.0647
20110310,-0.0193,-0.0075,-0.0031,0,0.0153,0.0106,-0.0062,-0.0166,0.0067,0.0153,0.0106,-0.0062,-0.0166,0.0067
20110311,0.0069,-0.0035,0.0016,0,0.0048,0.0004,-0.0118,0.0108,0.0089,0.0048,0.0004,-0.0118,0.0108,0.0089
20110314,-0.0059,0.0011,-0.0042,0,-0.023,-0.0117,-0.0007,-0.0071,-0.0286,-0.023,-0.0117,-0.0007,-0.0071,-0.0286
20110315,-0.0105,0.0028,-0.0016,0,-0.0446,-0.0236,-0.0218,-0.0108,-0.009,-0.0446,-0.0236,-0.0218,-0.0108,-0.009
20110316,-0.0177,0.0064,-0.0012,0,0.0136,-0.0004,0.0079,-0.0024,0.0183,0.0136,-0.0004,0.0079,-0.0024,0.0183
20110317,0.0112,-0.0081,0.0057,0,-0.0117,0.0008,-0.0007,-0.0219,-0.0112,-0.0117,0.0008,-0.0007,-0.0219,-0.0112
20110318,0.0049,0.0055,0.0019,0,0.0262,0.0214,0.0278,0.005,0.0068,0.0262,0.0214,0.0278,0.005,0.0068
20110321,0.0158,0.0099,-0.0024,0,0.0058,-0.0012,0.0014,0.0173,-0.018,0.0058,-0.0012,0.0014,0.0173,-0.018
20110322,-0.0034,-0.0009,-0.0005,0,-0.0066,0.0095,0.0083,-0.0122,0.0206,-0.0066,0.0095,0.0083,-0.0122,0.0206
20110323,0.0031,0.0015,-0.0044,0,0.0173,0.0106,0.0082,0.0172,0.0809,0.0173,0.0106,0.0082,0.0172,0.0809
20110324,0.0096,-0.0009,-0.0042,0,0.0187,-0.0074,-0.0123,0.0339,-0.0312,0.0187,-0.0074,-0.0123,0.0339,-0.0312
20110325,0.0041,0.0043,-0.0002,0,-0.0024,-0.0082,-0.0076,0,0.0365,-0.0024,-0.0082,-0.0076,0,0.0365
20110328,-0.0035,0.0003,-0.0022,0,0.0008,0.0031,0.0111,-0.0094,-0.0083,0.0008,0.0031,0.0111,-0.0094,-0.0083
20110329,0.0074,0.0024,-0.0021,0,-0.0064,0.0047,0,0.0307,-0.0376,-0.0064,0.0047,0,0.0307,-0.0376
20110330,0.0079,0.0044,0.0005,0,0,-0.0086,0.0082,0.0275,0.0022,0,-0.0086,0.0082,0.0275,0.0022
20110331,-0.0011,0.006,-0.0029,0,-0.0112,0.0035,0.0089,0.0045,-0.0152,-0.0112,0.0035,0.0089,0.0045,-0.0152
20110401,0.0052,-0.0013,0.0021,0,-0.0097,0.0027,-0.0068,0,-0.0352,-0.0097,0.0027,-0.0068,0,-0.0352
20110404,0.0009,0.0023,-0.001,0,-0.0074,0.009,-0.032,0.0155,0,-0.0074,0.009,-0.032,0.0155,0
20110405,0.0008,0.0049,-0.0023,0,-0.0025,0.0144,0.0091,0.012,-0.0046,-0.0025,0.0144,0.0091,0.012,-0.0046
20110406,0.0021,-0.002,0.0064,0,0,0.0019,0.0097,-0.013,0.0366,0,0.0019,0.0097,-0.013,0.0366
20110407,-0.002,-0.0022,-0.0018,0,-0.0083,-0.005,-0.0028,0.012,-0.0309,-0.0083,-0.005,-0.0028,0.012,-0.0309
20110408,-0.0047,-0.0055,-0.0028,0,-0.0134,-0.0035,-0.0014,-0.0011,-0.0137,-0.0134,-0.0035,-0.0014,-0.0011,-0.0137
20110411,-0.0039,-0.0063,-0.0005,0,0.0051,-0.0131,-0.0118,-0.0043,0.0023,0.0051,-0.0131,-0.0118,-0.0043,0.0023
20110412,-0.0084,-0.0068,0.0008,0,0.011,-0.0004,0.0098,-0.0196,0.023,0.011,-0.0004,0.0098,-0.0196,0.023
20110413,0.0011,0.0014,-0.0069,0,-0.0108,-0.0082,0.0042,0.01,0.0428,-0.0108,-0.0082,0.0042,0.01,0.0428
20110414,0,0.0039,-0.0035,0,-0.0152,-0.002,-0.0829,-0.0022,0.0108,-0.0152,-0.002,-0.0829,-0.0022,0.0108
20110415,0.0044,0.0058,-0.0009,0,0.0137,-0.0114,-0.0075,-0.0099,-0.0342,0.0137,-0.0114,-0.0075,-0.0099,-0.0342
20110418,-0.0115,-0.0039,-0.0032,0,0.0186,0.0028,-0.0099,-0.0089,-0.0044,0.0186,0.0028,-0.0099,-0.0089,-0.0044
20110419,0.005,-0.0036,-0.0018,0,0.0133,0.0243,0.0084,0.0022,0.0311,0.0133,0.0243,0.0084,0.0022,0.0311
20110420,0.0145,0.0063,-0.006,0,0.0237,-0.0093,-0.0015,0.028,-0.0022,0.0237,-0.0093,-0.0015,0.028,-0.0022
20110421,0.0056,0.0032,-0.0007,0,0.0072,0.0035,0,0.0109,0.0151,0.0072,0.0035,0,0.0109,0.0151
20110425,-0.0016,-0.0008,0,0,-0.0079,0.0226,0.0145,-0.0022,0.0277,-0.0079,0.0226,0.0145,-0.0022,0.0277
20110426,0.0089,0.0016,-0.0002,0,0,0.0073,0.0098,-0.0162,0,0,0.0073,0.0098,-0.0162,0
20110427,0.0066,-0.0012,-0.0021,0,-0.0104,0.0125,0,0.0779,0.0104,-0.0104,0.0125,0,0.0779,0.0104
20110428,0.0032,-0.0012,0.0016,0,0.0097,-0.0296,0.0119,-0.0081,0.0246,0.0097,-0.0296,0.0119,-0.0081,0.0246
20110429,0.0029,0.002,-0.0009,0,-0.0104,-0.01,-0.0103,0.0041,-0.014,-0.0104,-0.01,-0.0103,0.0041,-0.014
20110502,-0.0028,-0.0089,-0.002,0,0.0057,0.0058,-0.0089,0.0276,-0.0467,0.0057,0.0058,-0.0089,0.0276,-0.0467
20110503,-0.005,-0.0101,0.0038,0,0.0032,0.0097,0.0037,-0.0139,-0.0085,0.0032,0.0097,0.0037,-0.0139,-0.0085
20110504,-0.0074,-0.0054,-0.0009,0,-0.008,-0.0104,-0.003,0.0081,0.0021,-0.008,-0.0104,-0.003,0.0081,0.0021
20110505,-0.0082,0.005,-0.0032,0,0,0.0031,0.0022,-0.014,0.0343,0,0.0031,0.0022,-0.014,0.0343
20110506,0.0046,0.0004,-0.0016,0,0.0024,-0.0015,0.0045,0.002,0.0228,0.0024,-0.0015,0.0045,0.002,0.0228
20110509,0.0055,0.0067,-0.005,0,0.0056,-0.0062,0.0089,0.0162,0.002,0.0056,-0.0062,0.0089,0.0162,0.002
20110510,0.0086,0.0066,0.0026,0,-0.0064,-0.0121,-0.0133,0.0159,0.004,-0.0064,-0.0121,-0.0133,0.0159,0.004
20110511,-0.0109,-0.0061,-0.0042,0,-0.0016,-0.0016,-0.0007,0.002,0.0302,-0.0016,-0.0016,-0.0007,0.002,0.0302
20110512,0.0052,0.0039,-0.0046,0,-0.0178,-0.0115,-0.0105,0.0078,-0.1074,-0.0178,-0.0115,-0.0105,0.0078,-0.1074
20110513,-0.0088,-0.0045,-0.0033,0,-0.0214,-0.0184,-0.0211,-0.0165,-0.0306,-0.0214,-0.0184,-0.0211,-0.0165,-0.0306
20110516,-0.0076,-0.0101,0.0043,0,0.0084,-0.002,0.0231,-0.0494,-0.0045,0.0084,-0.002,0.0231,-0.0494,-0.0045
20110517,-0.0011,-0.0049,0.0018,0,0.0117,0.0069,-0.0008,0.0114,0.0227,0.0117,0.0069,-0.0008,0.0114,0.0227
20110518,0.0102,0.0067,-0.0031,0,0.0016,0.0008,0.0023,0.0113,-0.0133,0.0016,0.0008,0.0023,0.0113,-0.0133
20110519,0.0022,-0.0004,-0.001,0,-0.0156,-0.0089,-0.0135,0.0091,0.0157,-0.0156,-0.0089,-0.0135,0.0091,0.0157
20110520,-0.0073,0.001,-0.002,0,-0.0025,-0.0131,-0.0107,-0.001,0,-0.0025,-0.0131,-0.0107,-0.001,0
20110523,-0.0129,-0.0051,0.0001,0,-0.0067,-0.0008,0,-0.0121,0.0044,-0.0067,-0.0008,0,-0.0121,0.0044
20110524,-0.0014,-0.0028,-0.0005,0,0.0143,0.0017,0.0023,-0.0153,0.011,0.0143,0.0017,0.0023,-0.0153,0.011
20110525,0.0045,0.0103,-0.0035,0,-0.0058,0.0198,-0.0023,-0.0052,0.0261,-0.0058,0.0198,-0.0023,-0.0052,0.0261
20110526,0.0052,0.0068,-0.0013,0,0.0075,0.0036,0.0054,0.0146,0.0361,0.0075,0.0036,0.0054,0.0146,0.0361
20110527,0.0049,0.0019,0.0022,0,0.0307,0.0101,0.0153,-0.0041,0.0266,0.0307,0.0101,0.0153,-0.0041,0.0266
20110531,0.0104,0.0045,-0.0004,0,-0.0064,-0.0232,-0.0068,0.0124,-0.0439,-0.0064,-0.0232,-0.0068,0.0124,-0.0439
20110601,-0.0233,-0.0074,-0.0028,0,0.0016,-0.0086,0.0046,-0.0214,-0.0063,0.0016,-0.0086,0.0046,-0.0214,-0.0063
20110602,-0.001,-0.0004,0.0011,0,-0.0073,-0.0128,-0.0091,0.0062,-0.0294,-0.0073,-0.0128,-0.0091,0.0062,-0.0294
20110603,-0.011,-0.0054,0.0015,0,-0.0163,0.0042,-0.0038,-0.0269,-0.0216,-0.0163,0.0042,-0.0038,-0.0269,-0.0216
20110606,-0.0118,-0.0024,-0.0032,0,-0.0174,0.0021,-0.0038,-0.0149,-0.0022,-0.0174,0.0021,-0.0038,-0.0149,-0.0022
20110607,-0.0004,0.0033,-0.0011,0,0.0008,-0.005,0,0.0108,-0.0266,0.0008,-0.005,0,0.0108,-0.0266
20110608,-0.0054,-0.0072,0.0004,0,-0.0025,0.0008,-0.0046,0.0021,-0.0114,-0.0025,0.0008,-0.0046,0.0021,-0.0114
20110609,0.0075,-0.001,0.0001,0,-0.0169,-0.0109,-0.0139,0.0085,-0.0138,-0.0169,-0.0109,-0.0139,0.0085,-0.0138
20110610,-0.0137,-0.0025,0.0043,0,0.0017,0.0143,-0.0094,-0.0158,-0.007,0.0017,0.0143,-0.0094,-0.0158,-0.007
20110613,0.0001,-0.0055,0.004,0,0.018,0.0075,0.0071,-0.0021,0.0094,0.018,0.0075,0.0071,-0.0021,0.0094
20110614,0.0136,0.0105,-0.0039,0,-0.0168,-0.0198,-0.0102,0.0204,-0.0233,-0.0168,-0.0198,-0.0102,0.0204,-0.0233
20110615,-0.0172,-0.0001,-0.0016,0,-0.0051,0.011,-0.0056,-0.0211,-0.0334,-0.0051,0.011,-0.0056,-0.0211,-0.0334
20110616,0.0012,-0.0008,0.0047,0,-0.0146,0.0108,-0.0304,-0.0129,-0.0247,-0.0146,0.0108,-0.0304,-0.0129,-0.0247
20110617,0.0025,-0.004,0.0067,0,-0.0157,0.0087,-0.0008,0.0153,-0.0127,-0.0157,0.0087,-0.0008,0.0153,-0.0127
20110620,0.0058,0.0038,-0.0009,0,0.032,0.0119,0.0173,0.0075,0.0231,0.032,0.0119,0.0173,0.0075,0.0231
20110621,0.0152,0.0096,-0.004,0,-0.0086,-0.0044,-0.0122,0.0341,-0.0125,-0.0086,-0.0044,-0.0122,0.0341,-0.0125
20110622,-0.0062,-0.001,0,0,0.0269,-0.0008,-0.0139,-0.0134,0.0279,0.0269,-0.0008,-0.0139,-0.0134,0.0279
20110623,-0.0014,0.0065,-0.0081,0,-0.0144,-0.0134,-0.0116,0.0136,-0.0272,-0.0144,-0.0134,-0.0116,0.0136,-0.0272
20110624,-0.011,0.0045,0.0009,0,0.0172,0.037,0.0168,-0.0082,-0.0228,0.0172,0.037,0.0168,-0.0082,-0.0228
20110627,0.0089,0.0005,-0.0004,0,0.0093,0.0238,0.0224,0.0447,0.0078,0.0093,0.0238,0.0224,0.0447,0.0078
